"","x"
"180",7.59814709593344
"181",2.20264326651239
"182",8.93318334490345
"183",2.79084673462186
"184",10.9190848436231
"185",7.79231023197603
"186",10.721122334663
"187",13.8899122513392
"188",21.0771410574243
"189",6.2443371755636
"190",8.10976962603058
"191",3.85934352085811
"192",8.03749898185773
"193",7.96457695154585
"194",9.64219530735365
"195",6.17501448866217
"196",6.20666813319824
"197",9.20376601176089
"198",7.9568606006847
"199",6.73096012458047
"200",11.010628873412
"201",5.60371862061308
"202",2.65746964112849
"203",6.46848918152615
"204",10.6401465168201
"205",5.96009108920239
"206",6.2013680569686
"207",6.14244296210947
"208",6.43749851670145
"209",3.79993247950798
"210",6.82711520321648
"211",5.91098691104231
"212",8.50865915751118
"213",4.43966644327842
"214",8.35056819572485
"215",14.186313996163
"216",8.27956209945922
"217",6.01387231947922
"218",2.89211007165733
"219",9.33123811587555
"220",9.68436279283207
"221",20.257538391163
"222",6.98400344058932
"223",3.85207037293211
"224",2.84967691022464
"225",8.20649522874928
"226",5.42604289221511
"227",15.0804620273353
"228",6.96622016802693
"229",2.9433274504212
"230",6.78702177791565
"231",11.3447061884155
"232",6.42380419361359
"233",3.95362771227918
"234",7.94182279193181
"235",18.2326172894888
"236",17.9472325989421
"237",6.85834297594166
"238",6.34163885429598
"239",4.37179876389065
"240",6.02203301397283
"241",9.21553437010924
"242",7.19009767317812
"243",13.2175665573237
"244",15.3657224018317
"245",3.62700327570783
"246",7.6821600851813
"247",11.2905034347399
"248",9.4458397791477
"249",8.59861030180445
"250",18.5176304249795
"251",15.6906611133698
"252",6.35608997217302
"253",5.02338504352463
"254",4.8002533701248
"255",4.39139205870175
"256",5.93796604095063
"257",7.25458470455432
"258",4.36644810933727
"259",8.47519245579491
"260",5.25958379295724
"261",10.6204679836351
"262",4.09852088182967
"263",7.20108905140872
"264",9.55774437892674
"265",9.52617503744658
"266",3.89246554907051
"267",10.1812893831978
"268",10.0104113984852
"269",6.97071455423677
"270",4.95191339037588
"271",6.74580752958673
"272",7.47507647133899
"273",4.54762409149765
"274",6.40853257241993
"275",7.51508078083422
"276",7.51616453867239
"277",6.57952162067006
"278",6.19798612513612
"279",9.22439980672431
"280",5.2203428301356
"281",7.62813741514287
"282",5.49600359090947
"283",13.5749685340708
"284",5.32877192643266
"285",4.72378768669071
"286",7.8200098960036
"287",4.43386241110061
"288",9.59569910639129
"289",11.413453282905
"290",16.6735130484272
"291",5.64432618305767
"292",7.81978967217809
"293",8.53772965559925
"294",8.50206368730865
"295",6.07429884958812
"296",10.0503820376874
"297",9.12498603198044
"298",6.8781021130609
"299",6.12736524688842
"300",2.21227605730221
"301",7.73416725519115
"302",5.89583027805976
"303",9.3805945325151
"304",8.00682665868642
"305",12.4571810842329
"306",6.45997541131503
"307",5.38467008624674
"308",12.7538404859114
"309",5.85905039023596
"310",6.28404517899363
"311",7.12593004543162
"312",4.42752148884996
"313",15.048275937134
"314",6.46505904309306
"315",13.2269135968113
"316",10.7407180868422
"317",6.37942300201786
"318",6.1991454260009
"319",10.6152680559122
"320",12.8386933132913
"321",2.90426399946787
"322",9.85832703900317
"323",30.147199191197
"324",4.86504246994499
"325",10.3844555650903
"326",5.17030113378536
"327",4.72237251960899
"328",16.6551250741946
"329",7.05710744933914
"330",7.75711341383221
"331",23.5952904567084
"332",4.13951851568005
"333",6.23459263561795
"334",15.4837931165894
"335",7.30922412012619
"336",2.53979454905201
"337",6.32422086908882
"338",4.91176797447543
"339",8.87854920213957
"340",7.63213302358942
"341",5.60243205946059
"342",10.6205761820005
"343",6.24703196215487
"344",10.1802894290211
"345",7.68172625573652
"346",6.30311444515825
"347",5.19722020633912
"348",3.55025757617618
"349",6.94915218287689
"350",6.75149045174997
"351",5.56356700392686
"352",6.7832819996737
"353",11.2429335571655
"354",8.04136080277486
"355",3.67569160777944
"356",3.69825601190161
"357",10.8314797649024
"358",6.9769067990198
"359",6.02832621213871
"360",6.08341850884338
"361",12.7386180282487
"362",10.2493833606143
"363",7.17984458917319
"364",8.39031025748956
"365",11.8411359511591
"366",5.84059418370539
"367",7.50062920429194
"368",6.63265652271298
"369",6.4945910733498
"370",4.29242663926717
"371",7.49643220180179
"372",5.26431702491795
"373",12.7768219403354
"374",5.16095013379146
"375",5.41482997809033
"376",11.3727087833565
"377",6.2629081092103
"378",4.45876437129771
"379",12.3919991493088
"380",50.8182340043609
"381",11.9761807136179
"382",10.8598513402245
"383",11.7002903976451
"384",6.42411958818222
"385",23.4986431809483
"386",6.50429849080511
"387",5.3075814490538
"388",7.68840148431281
"389",8.10668898077243
"390",5.51913294783085
"391",4.1388177215314
"392",8.3497474371434
"393",9.54810734106923
"394",9.85625923042304
"395",4.26495423293456
"396",5.72855048492385
"397",8.67663208220865
"398",4.00404542677057
"399",6.29817237626005
"400",5.47152307933173
"401",5.31744593059901
"402",4.36243632860518
"403",4.14825217564606
"404",32.577379489345
"405",3.68668725487467
"406",6.44774056674984
"407",3.21543304784835
"408",5.95497067721833
"409",9.50120501417774
"410",5.38716460218007
"411",7.67048437103412
"412",7.31210247881433
"413",5.49845731787928
"414",8.43234034995142
"415",16.9585360747629
"416",10.2925975324108
"417",8.4983958839502
"418",6.99324864621885
"419",7.1088933150678
"420",9.27786353860323
"421",8.58663217100205
"422",14.1893326037601
"423",6.29499837721266
"424",3.09392453359744
"425",15.2453747559067
"426",5.11078531519745
"427",4.80599700399668
"428",10.9190079024122
"429",10.369965074571
"430",7.82439284222131
"431",11.9612817105619
"432",7.00609607712744
"433",5.56151277233783
"434",3.89023291521697
"435",11.4054599170127
"436",12.1945490253092
"437",4.1362578419887
"438",10.6152272674177
"439",15.2816383532736
"440",4.05955032227049
"441",13.8891734428341
"442",8.39536176713029
"443",11.1367497285399
"444",6.03699534841841
"445",7.00676761274897
"446",9.57139328710434
"447",10.3529051069927
"448",11.4730815092494
"449",5.15357032829724
"450",3.31921340047567
"451",9.08769508472147
"452",6.99377666854874
"453",5.37927720586572
"454",27.2672335278429
"455",8.52561497255075
"456",10.8548121941474
"457",5.26042859134973
"458",6.42951368756614
"459",12.5118178880328
"460",16.7064196777749
"461",6.45633921433879
"462",6.69185648543897
"463",5.36364310166388
"464",12.6836719184993
"465",7.01364337831059
"466",10.1534949023685
"467",4.77280448500273
"468",7.37181752082294
"469",5.83872499750611
"470",5.98800440641285
"471",14.5225858140748
"472",2.78962285787186
"473",15.1435923158889
"474",6.38452715593607
"475",10.7562062599537
"476",4.57630477640815
"477",7.88192234610561
"478",8.60937801458042
"479",11.0143559139241
"480",17.0769772580879
"481",7.4052928322963
"482",4.27545567869708
"483",7.18849662155398
"484",7.30842964752152
"485",6.99046926118418
"486",5.19547613729554
"487",5.58739935851029
"488",3.71168154784661
"489",5.21541629422432
"490",4.9324248535183
"491",6.40045081141373
"492",6.58039080576299
"493",15.6340088557194
"494",6.19909629768051
"495",5.44442540888728
"496",7.25086389352303
"497",5.79679446144261
"498",5.91722811184739
"499",9.54148312929624
"500",6.50606722047486
"501",11.3948562078443
"502",3.88164249566219
"503",9.11967220409972
"504",7.73017444727034
"505",10.8829466254672
"506",9.04332077867643
"507",11.4070652895196
"508",4.2068249895285
"509",4.54453557961203
"510",6.58766326023757
"511",6.15720159935927
"512",3.56125226752102
"513",5.53386411697396
"514",2.86579359399012
"515",24.3376993981755
"516",12.0113064194049
"517",15.3950891652621
"518",14.5696215518554
"519",15.2484631076804
"520",3.31114039107443
"521",6.56689301016985
"522",5.12896400840818
"523",10.7107473802781
"524",20.1106373027737
"525",7.11935919419863
"526",3.94958980590484
"527",12.694548924449
"528",11.6677641206921
"529",6.34912551014948
"530",8.21518783462759
"531",8.30615913995727
"532",11.5610761782159
"533",19.6731737359769
"534",8.63409029966218
"535",3.94444225217481
"536",7.78128537202117
"537",6.95211647690126
"538",8.68613460135695
"539",7.88343348926466
"540",14.0914241069587
"541",4.75227805488401
"542",5.90377078421201
"543",9.72370998126361
"544",5.85700561599381
"545",14.2577297124743
"546",6.85599390736597
"547",8.99652457485205
"548",5.99949933287481
"549",2.96412260665877
"550",8.56610707689105
"551",4.99868268419378
"552",9.0241395936628
"553",20.8548889821905
"554",13.0593417653612
"555",3.4755621557194
"556",8.43590793193639
"557",8.61108796158233
"558",5.87485890486052
"559",5.10105888915398
"560",5.54151315488333
"561",4.50844509314827
"562",9.87388290166279
"563",4.17099142206197
"564",9.8715047517829
"565",5.87349129934209
"566",8.07627644712839
"567",4.87408129777802
"568",18.8188292675168
"569",8.13343715497399
"570",18.9967376051051
"571",2.97848357411731
"572",11.1714663767553
"573",7.84530142078606
"574",8.11579573261155
"575",7.48681898320368
"576",6.68907019460468
"577",7.55311006172318
"578",11.2072397750054
"579",5.85339513679387
"580",5.79456588993033
"581",4.66268902108987
"582",12.1993804606952
"583",17.3064212964607
"584",6.33366743879641
"585",9.39991245433665
"586",3.63462273016602
"587",4.41937265871331
"588",9.69498109206503
"589",5.33206200109989
"590",5.19846367593572
"591",4.93582243564188
"592",5.65719202396458
"593",3.48200808526173
"594",6.90090102212738
"595",4.60810563846939
"596",8.46613171475519
"597",5.43300265323551
"598",8.10726475114025
"599",11.1786990972382
"600",6.89292576665147
"601",8.3872921423556
"602",8.92102505677368
"603",14.2752419369053
"604",10.1680569107983
"605",5.12296242783906
"606",17.7488595080036
"607",3.94755343486173
"608",20.5052837104718
"609",8.29134042467858
"610",5.29321813865283
"611",5.67949898654403
"612",10.1907503359043
"613",5.09229908467806
"614",10.2465248773991
"615",8.03266961924863
"616",4.17632385492905
"617",2.49392236634459
"618",8.36759967741664
"619",4.59545224880344
"620",7.89239126435868
"621",10.5309128499294
"622",6.72959164807999
"623",5.06124453146615
"624",9.32638475558292
"625",7.22807305508687
"626",9.29382775092854
"627",6.33607759277776
"628",16.331003790472
"629",4.27413292457275
"630",5.61895415493184
"631",6.36748049448656
"632",6.35918061758994
"633",7.41571709071698
"634",3.83720616486445
"635",13.1238921393195
"636",5.34636059760812
"637",8.90938945530776
"638",5.31625480534523
"639",10.8798807193505
"640",9.47366411334943
"641",8.16296317985578
"642",3.2025597512689
"643",4.54709365679248
"644",1.75242594081475
"645",8.44319105237016
"646",3.75594924766779
"647",6.83358059114012
"648",5.74525647939482
"649",4.97333169686547
"650",4.18652748151635
"651",12.2528886193956
"652",8.24373561297072
"653",6.75379593323316
"654",4.78973428415029
"655",8.68129328548324
"656",5.13790043193511
"657",4.02109667064567
"658",4.71434031697982
"659",12.8298334040508
"660",4.28551947010128
"661",7.84835485844764
"662",8.91313146958007
"663",8.95436071698964
"664",6.40140051878984
"665",4.10188883073603
"666",10.6491611475828
"667",13.3322361769851
"668",2.57013261155025
"669",9.6593747145737
"670",2.65425875650043
"671",17.805711026571
"672",7.22981229732018
"673",4.57108350103226
"674",7.84671302449959
"675",20.9873796454945
"676",5.79274687295799
"677",5.63678534830235
"678",4.91987185168959
"679",14.9495561975911
"680",8.99431239609289
"681",12.4174797027642
"682",9.80200060979146
"683",5.43505160257033
"684",9.16450299392277
"685",7.13744447399011
"686",3.93099795364283
"687",7.00671238631735
"688",8.11894405041821
"689",27.2039255192088
"690",4.96333568544439
"691",7.35305859259304
"692",8.83904734834645
"693",11.6974778508894
"694",7.91826506079795
"695",22.995280149667
"696",5.78062211289533
"697",5.33926427591483
"698",24.3287448408782
"699",6.11273178278868
"700",7.68862297927578
"701",9.90696556186323
"702",3.65014110573189
"703",3.34289644134727
"704",7.28349185098146
"705",5.71649176810134
"706",8.83488110786637
"707",8.89927665992262
"708",10.0897730624332
"709",19.8427253200841
"710",11.8495332546255
"711",5.48656286793449
"712",4.4666426769965
"713",14.9685459490452
"714",6.70650412511275
"715",5.58263072105863
"716",7.21965875733955
"717",8.70603613320924
"718",2.34943307757291
"719",32.5990510587077
"720",5.07552903092889
"721",8.18244796734491
"722",4.45642716389291
"723",13.6669683655308
"724",4.45444236922404
"725",9.46293349160812
"726",6.45194040833342
"727",6.13530654764291
"728",4.31302965953217
"729",6.66941665479483
"730",9.18941478223276
"731",12.8358997113759
"732",3.49183712181289
"733",7.5809893385562
"734",5.51451221172884
"735",5.73975289476054
"736",19.4163302782969
"737",6.51189188726113
"738",10.6515739364945
"739",9.81832984439763
"740",4.01816192572033
"741",5.13473558668074
"742",17.9092382414006
"743",14.9385152026997
"744",5.87266280246498
"745",14.1216764477338
"746",5.74313796160613
"747",12.1833251845311
"748",15.3692494440084
"749",5.09850028491769
"750",6.87896797773505
"751",3.51799431088919
"752",4.23878178521654
"753",5.47479968024626
"754",4.08799738707975
"755",8.88164253658511
"756",8.85965932796665
"757",6.18871662228135
"758",7.67166285405038
"759",3.88380546415858
"760",5.46649391464398
"761",5.09107376017299
"762",11.9432688207304
"763",3.16455065131267
"764",12.6447587056729
"765",10.6172674665793
"766",11.5690055533874
"767",18.0471852047397
"768",4.96683869460455
"769",15.1723426405983
"770",5.86494303827168
"771",7.01405358719806
"772",7.36953864176398
"773",6.19619548097494
"774",3.94357440038757
"775",14.0248019547266
"776",4.57019575696114
"777",5.54901916159705
"778",4.31466781232179
"779",4.2550811104437
"780",6.0884842616247
"781",11.8687897895743
"782",12.7370476952759
"783",10.5514326991512
"784",12.2709044171578
"785",8.20109978482373
"786",3.62337538526518
"787",7.32184248639875
"788",5.64903673836135
"789",6.2809488920736
"790",8.90540080571912
"791",7.6505191303592
"792",14.4734876534421
"793",7.26838735310957
"794",14.2054707704093
"795",3.82726023433887
"796",6.90229877317613
"797",3.27184794734688
"798",4.54602522674836
"799",14.4072437997368
"800",6.49072336922973
"801",7.10656536587964
"802",3.95077054512915
"803",4.32384613718948
"804",8.51313980577046
"805",3.33648759246128
"806",3.81695849914005
"807",12.682848238171
"808",11.2408343669765
"809",7.20005483212838
"810",6.76276411597591
"811",6.96218410929542
"812",13.1692772746211
"813",2.61495752243162
"814",10.938058311363
"815",9.32165534432703
"816",11.9681806126317
"817",4.4677060249264
"818",7.01298737226509
"819",3.82176185519627
"820",8.21793298993672
"821",4.85085983714392
"822",4.42827097382102
"823",8.58066664794862
"824",15.4555704473126
"825",5.9064088151016
"826",4.18646954101839
"827",4.3433814897432
"828",6.79957323084587
"829",4.06866439656631
"830",18.3615275208667
"831",8.48346684213621
"832",4.09082208002214
"833",6.09691792333712
"834",4.95508063039383
"835",9.60700492731635
"836",3.03394373679782
"837",6.36545181040472
"838",4.01378617508194
"839",7.68648064057377
"840",6.8558032707577
"841",3.88953730606906
"842",8.78623144645209
"843",7.14723884006752
"844",15.630402085541
"845",10.3491752499295
"846",12.955862378855
"847",24.6034679609243
"848",5.18598996587467
"849",14.9639597142891
"850",26.4650335264252
"851",4.70110614668542
"852",10.1233438817527
"853",3.8323763016355
"854",11.0640576312237
"855",10.5579145736923
"856",7.70711527048043
"857",5.5165202014832
"858",6.19575684345911
"859",10.3079577591725
"860",9.71794728234106
"861",3.17441885234427
"862",5.66688637276259
"863",5.30854196894361
"864",4.64499834735611
"865",7.28211912072805
"866",7.94061947541266
"867",15.5659632690084
"868",5.99372884592118
"869",9.84400027452147
"870",10.7606879064372
"871",19.1755990901205
"872",7.1535409680188
"873",6.64308995508354
"874",8.04344856430591
"875",7.00315985450199
"876",7.73002544203704
"877",7.37423432840652
"878",3.62267778913283
"879",3.18590215545099
"880",3.158969397042
"881",5.44950752075741
"882",12.6788344626476
"883",4.33333306710179
"884",5.85786821592467
"885",12.4300017980162
"886",7.80956824382433
"887",8.52600202178341
"888",17.3084455236564
"889",13.1982202145045
"890",4.25783366809439
"891",6.00862864754288
"892",9.4668080286139
"893",6.49637581109625
"894",4.06321164361913
"895",6.47126456203755
"896",6.39982974671746
"897",5.76255192165239
"898",13.0915635585736
"899",4.55150900622973
"900",7.06449899193601
"901",6.39461547380929
"902",8.71748983234626
"903",10.892938267348
"904",6.48769488252017
"905",11.2515788693946
"906",3.34684503896152
"907",6.61617467168507
"908",6.52104707353358
"909",9.99180775870917
"910",13.8377326853305
"911",7.40356177973125
"912",8.92029191733122
"913",17.7027873969187
"914",5.18776664687516
"915",9.90477710743623
"916",6.87685993886666
"917",5.7380158496249
"918",10.7687413607019
"919",6.95132968970593
"920",9.81893688444679
"921",5.32512195510606
"922",6.72527231653606
"923",5.62530477594356
"924",11.6036759447995
"925",4.52774584654092
"926",3.23300841735417
"927",8.67826025769481
"928",10.5386106191692
"929",5.16458307011111
"930",4.3609045194241
"931",5.64528658768201
"932",9.12661761393653
"933",7.07340214668412
"934",13.2892864799261
"935",4.32965255344968
"936",8.12654144681433
"937",9.37495537596111
"938",12.5889001285805
"939",8.55824742317332
"940",2.47604745793552
"941",14.2508726468671
"942",18.645859264623
"943",10.2843147263768
"944",8.30617699814043
"945",12.1306932261343
"946",9.22548816007902
"947",6.4028773299979
"948",7.2109054824775
"949",5.18539535633522
"950",10.4942657573989
"951",14.356098581876
"952",8.47039514617736
"953",13.098110618403
"954",10.5023057096628
"955",7.66311577913597
"956",13.1391785788974
"957",4.30411917778915
"958",9.04693728203843
"959",5.5908697569668
"960",9.09450442324391
"961",18.155332136978
"962",8.40693514747154
"963",5.56062798297463
"964",5.99694270491361
"965",7.11259794098048
"966",14.6818207722193
"967",8.59796362851713
"968",6.3064627176669
"969",3.27786287267951
"970",11.276213852117
"971",11.5150899850796
"972",11.9887687157794
"973",8.23123560581731
"974",16.0221389272347
"975",7.54417610133098
"976",4.08976866627415
"977",4.74516146719449
"978",5.72569058408083
"979",4.40720861157614
"980",8.70830017858469
"981",11.5481300478979
"982",5.43319364764245
"983",5.43970309479471
"984",5.83800334273183
"985",5.32580963845408
"986",9.36813011848681
"987",11.8719773373016
"988",7.94020828195701
"989",6.74013313429499
"990",25.0714340883111
"991",18.9113057700167
"992",2.25073491699801
"993",5.37684015917542
"994",12.8713631628717
"995",11.9152763473893
"996",7.75318341810522
"997",4.26037675809043
"998",13.5509506610288
"999",4.98717294137054
"1000",4.46488090474245
